case,n,m,r,threads,version,best,average,worst
15,100,1000,10,8,16,385,419,467
15,100,1000,10,8,17,381,435,542
15,100,1000,10,9,0,2778,3987,4532
15,100,1000,10,9,1,812,991,1689
15,100,1000,10,9,2,1085,1400,1783
15,100,1000,10,9,3,257479,305644,353916
15,100,1000,10,9,4,250814,311123,416257
15,100,1000,10,9,5,784,847,889
15,100,1000,10,9,6,256045,310573,363579
15,100,1000,10,9,7,815,927,1113
15,100,1000,10,9,8,255465,292112,327249
15,100,1000,10,9,9,235051,267951,317573
15,100,1000,10,9,10,250005,291218,340371
15,100,1000,10,9,11,254150,302188,407160
15,100,1000,10,9,12,256754,292957,344476
15,100,1000,10,9,13,2994,3187,3390
15,100,1000,10,9,14,385,429,649
15,100,1000,10,9,15,579,619,668
15,100,1000,10,9,16,364,398,457
15,100,1000,10,9,17,353,387,417
15,100,1000,10,10,0,2518,4189,4900
15,100,1000,10,10,1,733,932,1571
15,100,1000,10,10,2,1059,1173,1385
15,100,1000,10,10,3,239879,287156,355150
15,100,1000,10,10,4,237117,276688,352612
15,100,1000,10,10,5,754,804,878
15,100,1000,10,10,6,238548,270642,371289
15,100,1000,10,10,7,745,931,1195
15,100,1000,10,10,8,240421,270518,362178
15,100,1000,10,10,9,240745,286489,450008
15,100,1000,10,10,10,238252,278787,475421
15,100,1000,10,10,11,237010,308279,656992
15,100,1000,10,10,12,238362,283461,421877
15,100,1000,10,10,13,3001,3606,7710
15,100,1000,10,10,14,328,394,783
15,100,1000,10,10,15,333,392,706
15,100,1000,10,10,16,324,377,683
15,100,1000,10,10,17,329,411,686
15,100,1000,10,11,0,2743,4071,4526
15,100,1000,10,11,1,717,775,905
15,100,1000,10,11,2,1084,1189,1491
15,100,1000,10,11,3,230743,322163,439288
15,100,1000,10,11,4,224220,418965,818868
15,100,1000,10,11,5,649,820,1346
15,100,1000,10,11,6,228600,367369,748456
15,100,1000,10,11,7,681,863,1386
15,100,1000,10,11,8,224764,334167,863373
15,100,1000,10,11,9,252978,419828,1528525
15,100,1000,10,11,10,221452,434721,1685660
15,100,1000,10,11,11,227004,359930,865493
15,100,1000,10,11,12,224994,307899,429796
15,100,1000,10,11,13,3045,3241,3537
15,100,1000,10,11,14,321,874,4737
15,100,1000,10,11,15,334,385,612
15,100,1000,10,11,16,305,409,810
15,100,1000,10,11,17,299,367,609
15,100,1000,10,12,0,4061,4337,4696
15,100,1000,10,12,1,707,1086,1409
15,100,1000,10,12,2,1090,1304,1802
15,100,1000,10,12,3,257803,700989,2361151
15,100,1000,10,12,4,228724,585640,1748864
15,100,1000,10,12,5,609,1019,2235
15,100,1000,10,12,6,237623,529756,1003385
15,100,1000,10,12,7,673,960,1318
15,100,1000,10,12,8,237955,465609,844132
15,100,1000,10,12,9,264358,363957,759733
15,100,1000,10,12,10,227151,339047,682549
15,100,1000,10,12,11,232809,457717,904296
15,100,1000,10,12,12,237691,602576,1712138
15,100,1000,10,12,13,3125,5062,6821
15,100,1000,10,12,14,295,462,639
15,100,1000,10,12,15,331,537,1151
15,100,1000,10,12,16,459,579,844
15,100,1000,10,12,17,274,464,636
16,100,1000,100,1,0,24161,28710,46241
16,100,1000,100,1,1,36807,45008,73503
16,100,1000,100,1,2,34044,42605,69921
16,100,1000,100,1,3,254407,285317,315970
16,100,1000,100,1,4,291549,323786,353603
16,100,1000,100,1,5,38377,44052,60664
16,100,1000,100,1,6,275665,307291,354269
16,100,1000,100,1,7,37488,42980,50422
16,100,1000,100,1,8,268487,292557,323569
16,100,1000,100,1,9,269668,291908,324116
16,100,1000,100,1,10,267852,294843,336297
16,100,1000,100,1,11,267861,288973,330526
16,100,1000,100,1,12,285192,308597,348661
16,100,1000,100,1,13,16671,20069,24264
16,100,1000,100,1,14,17639,18910,25412
16,100,1000,100,1,15,17447,20909,28535
16,100,1000,100,1,16,17101,19374,23065
16,100,1000,100,1,17,16812,19885,25490
16,100,1000,100,2,0,23324,27053,30145
16,100,1000,100,2,1,17546,21115,25367
16,100,1000,100,2,2,18024,22106,34412
16,100,1000,100,2,3,715121,836396,1009306
16,100,1000,100,2,4,694277,821752,1018743
16,100,1000,100,2,5,18450,22803,28358
16,100,1000,100,2,6,619582,770648,950965
16,100,1000,100,2,7,19133,23685,29682
16,100,1000,100,2,8,700761,857451,1302595
16,100,1000,100,2,9,707409,893818,1219748
16,100,1000,100,2,10,770878,895542,1076215
16,100,1000,100,2,11,678425,857297,1061229
16,100,1000,100,2,12,678488,844822,1068216
16,100,1000,100,2,13,18056,22159,30030
16,100,1000,100,2,14,9431,11679,17977
16,100,1000,100,2,15,10008,12501,19370
16,100,1000,100,2,16,9762,11673,17974
16,100,1000,100,2,17,10277,11905,16041
16,100,1000,100,3,0,26756,30700,34495
16,100,1000,100,3,1,13176,19511,27270
16,100,1000,100,3,2,12536,16423,19776
16,100,1000,100,3,3,1258400,1400907,1621109
16,100,1000,100,3,4,1191343,1370596,1603617
16,100,1000,100,3,5,13170,21873,31602
16,100,1000,100,3,6,1178267,1387446,1936326
16,100,1000,100,3,7,13213,19870,26563
16,100,1000,100,3,8,1264797,1459637,1931978
16,100,1000,100,3,9,1245421,1440192,1750799
16,100,1000,100,3,10,1221976,1430659,1909752
16,100,1000,100,3,11,1239823,1397239,1600013
16,100,1000,100,3,12,1215660,1362847,1570723
16,100,1000,100,3,13,19218,24617,31124
16,100,1000,100,3,14,6726,8345,11127
16,100,1000,100,3,15,6945,9017,13438
16,100,1000,100,3,16,6702,9634,12789
16,100,1000,100,3,17,7064,9553,15276
16,100,1000,100,4,0,26780,30055,39692
16,100,1000,100,4,1,10552,19349,28479
16,100,1000,100,4,2,10950,14068,18192
16,100,1000,100,4,3,1363865,1757622,2446814
16,100,1000,100,4,4,1325567,1568557,2140913
16,100,1000,100,4,5,9857,18098,22871
16,100,1000,100,4,6,1325349,1714100,3612380
16,100,1000,100,4,7,14984,19467,25000
16,100,1000,100,4,8,1380462,1650344,1915122
16,100,1000,100,4,9,1370842,1661664,1898250
16,100,1000,100,4,10,1348535,1657839,1851316
16,100,1000,100,4,11,1393703,1642055,1874632
16,100,1000,100,4,12,1369465,1609309,1909518
16,100,1000,100,4,13,19774,27851,35190
16,100,1000,100,4,14,4919,8061,14777
16,100,1000,100,4,15,5517,9525,12274
16,100,1000,100,4,16,5278,9042,16003
16,100,1000,100,4,17,5464,8860,15831
16,100,1000,100,5,0,27963,39588,50686
16,100,1000,100,5,1,11672,16819,21704
16,100,1000,100,5,2,10758,16583,23075
16,100,1000,100,5,3,1685375,1935248,2334344
16,100,1000,100,5,4,1614486,1778024,1961605
16,100,1000,100,5,5,8293,17730,29351
16,100,1000,100,5,6,1601895,1951114,2297934
16,100,1000,100,5,7,14621,20534,25190
16,100,1000,100,5,8,1645395,2070693,2840090
16,100,1000,100,5,9,1720728,1853914,2127413
16,100,1000,100,5,10,1609503,1838414,2008412
16,100,1000,100,5,11,1643823,1793125,1993054
16,100,1000,100,5,12,1594300,1788645,2033271
16,100,1000,100,5,13,28438,37961,44844
16,100,1000,100,5,14,4785,9976,19155
16,100,1000,100,5,15,4637,8750,12434
16,100,1000,100,5,16,4228,9370,14665
16,100,1000,100,5,17,4292,8870,10404
16,100,1000,100,6,0,39439,44322,51851
16,100,1000,100,6,1,13497,15920,19763
16,100,1000,100,6,2,15318,17776,28168
16,100,1000,100,6,3,1796439,2074114,2571556
16,100,1000,100,6,4,1709090,2081910,3046547
16,100,1000,100,6,5,10772,15584,17953
16,100,1000,100,6,6,1701761,1939024,2314395
16,100,1000,100,6,7,14021,16631,21113
16,100,1000,100,6,8,1779606,2017369,2540616
16,100,1000,100,6,9,1747619,2029522,2230449
16,100,1000,100,6,10,1752165,1957332,2299775
16,100,1000,100,6,11,1782176,2136396,3689114
16,100,1000,100,6,12,1774516,1990038,2175396
16,100,1000,100,6,13,38654,44653,53147
16,100,1000,100,6,14,6889,8680,12042
16,100,1000,100,6,15,7669,9242,11737
16,100,1000,100,6,16,6487,8706,14539
16,100,1000,100,6,17,7583,9916,13635
16,100,1000,100,7,0,31954,44538,57098
16,100,1000,100,7,1,13319,17864,25336
16,100,1000,100,7,2,12868,15581,18311
16,100,1000,100,7,3,1960614,2299701,3140163
16,100,1000,100,7,4,1799285,2210448,3211908
16,100,1000,100,7,5,12954,16052,19235
16,100,1000,100,7,6,1863178,2260723,2934039
16,100,1000,100,7,7,12190,15037,17548
16,100,1000,100,7,8,1850228,2084845,2398114
16,100,1000,100,7,9,1845285,2232403,3283769
16,100,1000,100,7,10,1817705,2154077,2920565
16,100,1000,100,7,11,1846152,2142581,2419163
16,100,1000,100,7,12,1825030,2252023,3747988
16,100,1000,100,7,13,45506,49236,53913
16,100,1000,100,7,14,6497,8601,13504
16,100,1000,100,7,15,6259,8428,10846
16,100,1000,100,7,16,6597,8629,12449
16,100,1000,100,7,17,7637,9078,13539
16,100,1000,100,8,0,37490,46816,55594
16,100,1000,100,8,1,11561,13734,16136
16,100,1000,100,8,2,12077,14590,19287
16,100,1000,100,8,3,2757328,3294331,4024028
16,100,1000,100,8,4,2309081,3521247,6819816
16,100,1000,100,8,5,12223,15152,19806
16,100,1000,100,8,6,2500775,3053328,3704963
16,100,1000,100,8,7,12070,14336,16212
16,100,1000,100,8,8,2372089,2923779,3370536
16,100,1000,100,8,9,2562158,3259071,4810625
16,100,1000,100,8,10,2462738,2909967,3406803
16,100,1000,100,8,11,2398932,3188295,4691038
16,100,1000,100,8,12,2339134,2871972,3398161
16,100,1000,100,8,13,43671,53694,59553
16,100,1000,100,8,14,5504,7291,10962
16,100,1000,100,8,15,6673,7896,11192
16,100,1000,100,8,16,5506,6849,10233
16,100,1000,100,8,17,6709,8343,11689
16,100,1000,100,9,0,40274,48653,56871
16,100,1000,100,9,1,10877,14608,20670
16,100,1000,100,9,2,12486,14817,17907
16,100,1000,100,9,3,3476185,4609070,6589865
16,100,1000,100,9,4,3429795,4167355,6667372
16,100,1000,100,9,5,11739,13621,17136
16,100,1000,100,9,6,3417452,4475051,7169267
16,100,1000,100,9,7,11219,14778,18940
16,100,1000,100,9,8,3227242,3964918,4543582
16,100,1000,100,9,9,3479889,4041144,4821992
16,100,1000,100,9,10,3350669,4258245,6942413
16,100,1000,100,9,11,3482807,4177833,6653511
16,100,1000,100,9,12,3375884,4810467,7947160
16,100,1000,100,9,13,49143,55594,62299
16,100,1000,100,9,14,5166,7257,9923
16,100,1000,100,9,15,6056,8003,11531
16,100,1000,100,9,16,4975,6832,10187
16,100,1000,100,9,17,6270,7433,8979
16,100,1000,100,10,0,42870,52369,62695
16,100,1000,100,10,1,12026,14702,17781
16,100,1000,100,10,2,12237,14316,16248
16,100,1000,100,10,3,3730481,4443965,5545083
16,100,1000,100,10,4,3679071,4623128,5706315
16,100,1000,100,10,5,10383,14112,17826
16,100,1000,100,10,6,3642652,4827152,6167899
16,100,1000,100,10,7,12238,16203,19874
16,100,1000,100,10,8,3833547,5771726,8779102
16,100,1000,100,10,9,3635233,4851914,6719220
16,100,1000,100,10,10,3585455,4577526,5413759
16,100,1000,100,10,11,3819330,4840863,7841843
16,100,1000,100,10,12,3961642,5524455,9223313
16,100,1000,100,10,13,55671,58552,65172
16,100,1000,100,10,14,4538,7427,9715
16,100,1000,100,10,15,5965,8211,10779
16,100,1000,100,10,16,4571,7244,9438
16,100,1000,100,10,17,4921,7825,9948
16,100,1000,100,11,0,49986,56367,64415
16,100,1000,100,11,1,11560,15732,17529
16,100,1000,100,11,2,11054,15258,18059
16,100,1000,100,11,3,4345624,6450543,10540259
16,100,1000,100,11,4,3975221,6130425,7848652
16,100,1000,100,11,5,10311,13891,17529
16,100,1000,100,11,6,4433077,6970756,9628664
16,100,1000,100,11,7,9322,14729,18673
16,100,1000,100,11,8,3885136,6011899,9730652
16,100,1000,100,11,9,3956421,6657303,7953184
16,100,1000,100,11,10,3848467,6089863,10767749
16,100,1000,100,11,11,4220576,6816150,11079097
16,100,1000,100,11,12,4086801,7050617,10079035
16,100,1000,100,11,13,58135,68401,78163
16,100,1000,100,11,14,5931,7545,9177
16,100,1000,100,11,15,5790,8370,10096
16,100,1000,100,11,16,4751,7138,10653
16,100,1000,100,11,17,5990,8385,9250
16,100,1000,100,12,0,47769,53490,64126
16,100,1000,100,12,1,14038,16192,20906
16,100,1000,100,12,2,10220,14146,15621
16,100,1000,100,12,3,8773600,9637256,10453004
16,100,1000,100,12,4,8932754,10721969,13161176
16,100,1000,100,12,5,8945,13771,17127
16,100,1000,100,12,6,8554561,9826845,12127434
16,100,1000,100,12,7,10250,14204,16849
16,100,1000,100,12,8,8075282,10535361,13693582
16,100,1000,100,12,9,8199644,9638974,15726819
16,100,1000,100,12,10,8253747,9615005,12853798
16,100,1000,100,12,11,8457062,9315246,10083273
16,100,1000,100,12,12,9163123,10634278,14965224
16,100,1000,100,12,13,59934,78054,88711
16,100,1000,100,12,14,6211,6984,7803
16,100,1000,100,12,15,7404,7819,8540
16,100,1000,100,12,16,6509,8634,10972
16,100,1000,100,12,17,5828,8309,12266
17,1000,10,10,1,0,229,307,420
17,1000,10,10,1,1,327,429,571
17,1000,10,10,1,2,334,423,566
17,1000,10,10,1,3,2910,3618,4442
17,1000,10,10,1,4,2997,4036,5271
17,1000,10,10,1,5,393,522,695
17,1000,10,10,1,6,2956,3686,4621
17,1000,10,10,1,7,507,696,923
17,1000,10,10,1,8,4310,5583,7687
17,1000,10,10,1,9,4147,5558,7797
17,1000,10,10,1,10,4351,5783,8210
17,1000,10,10,1,11,4064,5041,7081
17,1000,10,10,1,12,3155,3996,5272
17,1000,10,10,1,13,1617,2122,2949
17,1000,10,10,1,14,1981,2594,3666
17,1000,10,10,1,15,1990,2617,3666
17,1000,10,10,1,16,2377,3081,4236
17,1000,10,10,1,17,2074,2538,3715
17,1000,10,10,2,0,229,270,417
17,1000,10,10,2,1,168,222,306
17,1000,10,10,2,2,196,264,387
17,1000,10,10,2,3,9035,10697,12935
17,1000,10,10,2,4,8135,9090,10159
17,1000,10,10,2,5,182,226,313
17,1000,10,10,2,6,6152,8939,10254
17,1000,10,10,2,7,246,329,513
17,1000,10,10,2,8,5346,7595,10002
17,1000,10,10,2,9,5727,7677,9610
17,1000,10,10,2,10,6105,8001,9025
17,1000,10,10,2,11,5876,7808,8675
17,1000,10,10,2,12,4724,8645,11586
17,1000,10,10,2,13,1881,2704,4119
17,1000,10,10,2,14,1126,1570,2680
17,1000,10,10,2,15,1191,1665,2814
17,1000,10,10,2,16,1203,1588,2499
17,1000,10,10,2,17,1166,1500,2390
17,1000,10,10,3,0,231,319,493
17,1000,10,10,3,1,124,226,309
17,1000,10,10,3,2,164,270,366
17,1000,10,10,3,3,12971,15226,17874
17,1000,10,10,3,4,12185,15167,22920
17,1000,10,10,3,5,124,198,352
17,1000,10,10,3,6,13028,15140,20204
17,1000,10,10,3,7,169,281,407
17,1000,10,10,3,8,11895,14046,16904
17,1000,10,10,3,9,12071,14808,22601
17,1000,10,10,3,10,12102,14515,23625
17,1000,10,10,3,11,12115,14573,24730
17,1000,10,10,3,12,12462,14195,18666
17,1000,10,10,3,13,2344,3587,4597
17,1000,10,10,3,14,862,1520,1885
17,1000,10,10,3,15,1078,1746,2686
17,1000,10,10,3,16,833,1489,1914
17,1000,10,10,3,17,763,1442,1914
17,1000,10,10,4,0,233,339,439
17,1000,10,10,4,1,96,176,211
17,1000,10,10,4,2,146,244,283
17,1000,10,10,4,3,14147,16892,22344
17,1000,10,10,4,4,13303,16666,20852
17,1000,10,10,4,5,98,174,209
17,1000,10,10,4,6,14128,16576,19318
17,1000,10,10,4,7,146,223,297
17,1000,10,10,4,8,13996,17125,18959
17,1000,10,10,4,9,12727,15553,17909
17,1000,10,10,4,10,14840,17387,20238
17,1000,10,10,4,11,14411,17028,19926
17,1000,10,10,4,12,13820,17246,20878
17,1000,10,10,4,13,2882,3715,4243
17,1000,10,10,4,14,714,1235,1381
17,1000,10,10,4,15,1005,1436,1668
17,1000,10,10,4,16,1027,1290,1420
17,1000,10,10,4,17,667,1129,1413
17,1000,10,10,5,0,276,405,477
17,1000,10,10,5,1,150,166,174
17,1000,10,10,5,2,219,229,244
17,1000,10,10,5,3,18345,21760,24037
17,1000,10,10,5,4,18212,19532,21059
17,1000,10,10,5,5,125,155,182
17,1000,10,10,5,6,17346,20250,23544
17,1000,10,10,5,7,180,235,279
17,1000,10,10,5,8,19190,20800,22510
17,1000,10,10,5,9,20103,21067,21844
17,1000,10,10,5,10,17646,19908,21724
17,1000,10,10,5,11,16657,19916,23191
17,1000,10,10,5,12,16341,20291,22927
17,1000,10,10,5,13,3090,4039,4789
17,1000,10,10,5,14,860,1067,1190
17,1000,10,10,5,15,1040,1176,1261
17,1000,10,10,5,16,1015,1142,1220
17,1000,10,10,5,17,967,1105,1189
17,1000,10,10,6,0,351,435,557
17,1000,10,10,6,1,129,139,163
17,1000,10,10,6,2,185,206,228
17,1000,10,10,6,3,19829,22157,23971
17,1000,10,10,6,4,19281,21461,24259
17,1000,10,10,6,5,122,137,148
17,1000,10,10,6,6,19058,21997,25737
17,1000,10,10,6,7,185,211,256
17,1000,10,10,6,8,18919,21594,24113
17,1000,10,10,6,9,17725,21637,24399
17,1000,10,10,6,10,18117,21278,23617
17,1000,10,10,6,11,19552,22513,29566
17,1000,10,10,6,12,18753,21344,23351
17,1000,10,10,6,13,3671,4227,4662
17,1000,10,10,6,14,844,920,994
17,1000,10,10,6,15,982,1129,1285
17,1000,10,10,6,16,912,973,1016
17,1000,10,10,6,17,891,949,1040
17,1000,10,10,7,0,306,419,470
17,1000,10,10,7,1,113,136,237
17,1000,10,10,7,2,184,209,244
17,1000,10,10,7,3,18147,24121,32659
17,1000,10,10,7,4,16997,24232,43609
17,1000,10,10,7,5,103,123,140
17,1000,10,10,7,6,19389,29351,74309
17,1000,10,10,7,7,152,190,300
17,1000,10,10,7,8,18621,22759,29888
17,1000,10,10,7,9,17135,22753,31256
17,1000,10,10,7,10,19102,26452,65307
17,1000,10,10,7,11,18177,25148,53839
17,1000,10,10,7,12,17947,22767,29308
17,1000,10,10,7,13,4205,4578,4961
17,1000,10,10,7,14,772,833,966
17,1000,10,10,7,15,1047,1154,1246
17,1000,10,10,7,16,816,855,902
17,1000,10,10,7,17,763,831,898
17,1000,10,10,8,0,401,472,530
17,1000,10,10,8,1,100,140,219
17,1000,10,10,8,2,196,269,373
17,1000,10,10,8,3,25775,44081,91783
17,1000,10,10,8,4,22423,37581,66592
17,1000,10,10,8,5,105,122,173
17,1000,10,10,8,6,29938,41241,80789
17,1000,10,10,8,7,160,203,344
17,1000,10,10,8,8,27993,47694,129359
17,1000,10,10,8,9,25908,49987,118411
17,1000,10,10,8,10,28770,50448,110341
17,1000,10,10,8,11,26112,43428,99015
17,1000,10,10,8,12,22625,39142,75875
17,1000,10,10,8,13,4415,5329,9295
17,1000,10,10,8,14,693,922,1824
17,1000,10,10,8,15,1044,1233,1623
17,1000,10,10,8,16,750,909,1454
17,1000,10,10,8,17,669,862,1494
17,1000,10,10,9,0,290,421,474
17,1000,10,10,9,1,92,118,187
17,1000,10,10,9,2,144,195,254
17,1000,10,10,9,3,34604,44234,57434
17,1000,10,10,9,4,38434,48180,63187
17,1000,10,10,9,5,92,104,148
17,1000,10,10,9,6,30212,44960,62023
17,1000,10,10,9,7,135,148,177
17,1000,10,10,9,8,34933,47948,61946
17,1000,10,10,9,9,33870,44474,64695
17,1000,10,10,9,10,31809,47476,62010
17,1000,10,10,9,11,37100,47301,63941
17,1000,10,10,9,12,34295,45283,54741
17,1000,10,10,9,13,4411,5321,9278
17,1000,10,10,9,14,654,784,1222
17,1000,10,10,9,15,1020,1109,1232
17,1000,10,10,9,16,653,744,1248
17,1000,10,10,9,17,625,704,1124
17,1000,10,10,10,0,432,453,498
17,1000,10,10,10,1,82,97,186
17,1000,10,10,10,2,144,163,173
17,1000,10,10,10,3,33046,44490,71844
17,1000,10,10,10,4,35680,40289,54079
17,1000,10,10,10,5,81,86,96
17,1000,10,10,10,6,28608,40321,55932
17,1000,10,10,10,7,118,128,149
17,1000,10,10,10,8,33634,41235,51932
17,1000,10,10,10,9,31397,40752,49705
17,1000,10,10,10,10,24789,36400,51520
17,1000,10,10,10,11,30865,40186,56383
17,1000,10,10,10,12,29893,39574,62272
17,1000,10,10,10,13,4447,4567,4992
17,1000,10,10,10,14,547,630,918
17,1000,10,10,10,15,629,702,1079
17,1000,10,10,10,16,590,633,789
17,1000,10,10,10,17,571,595,663
17,1000,10,10,11,0,280,439,495
17,1000,10,10,11,1,86,135,148
17,1000,10,10,11,2,141,191,232
17,1000,10,10,11,3,43032,86623,125379
17,1000,10,10,11,4,39716,83547,139432
17,1000,10,10,11,5,83,139,153
17,1000,10,10,11,6,43751,79230,90545
17,1000,10,10,11,7,117,211,241
17,1000,10,10,11,8,47412,82308,117299
17,1000,10,10,11,9,70307,86463,106393
17,1000,10,10,11,10,71753,87976,132298
17,1000,10,10,11,11,73877,83861,100957
17,1000,10,10,11,12,67194,82618,91041
17,1000,10,10,11,13,5479,7771,8412
17,1000,10,10,11,14,748,889,971
17,1000,10,10,11,15,654,971,1244
17,1000,10,10,11,16,586,905,1002
17,1000,10,10,11,17,570,887,966
17,1000,10,10,12,0,414,432,443
17,1000,10,10,12,1,119,128,149
17,1000,10,10,12,2,140,166,236
17,1000,10,10,12,3,65042,79109,135136
17,1000,10,10,12,4,65425,75921,107602
17,1000,10,10,12,5,122,134,167
17,1000,10,10,12,6,68052,86957,113127
17,1000,10,10,12,7,179,192,208
17,1000,10,10,12,8,67172,90137,185120
17,1000,10,10,12,9,67446,87685,144531
17,1000,10,10,12,10,67362,87988,132018
17,1000,10,10,12,11,67900,85618,124393
17,1000,10,10,12,12,63679,75679,113023
17,1000,10,10,12,13,6933,7965,8863
17,1000,10,10,12,14,661,807,876
17,1000,10,10,12,15,643,823,1086
17,1000,10,10,12,16,2634,2912,3745
17,1000,10,10,12,17,683,780,849
18,1000,10,100,1,0,2699,3259,4618
18,1000,10,100,1,1,3260,4345,6845
18,1000,10,100,1,2,3279,4071,5718
18,1000,10,100,1,3,29316,33451,44819
18,1000,10,100,1,4,29323,36284,54131
18,1000,10,100,1,5,3851,4409,6891
18,1000,10,100,1,6,28415,33448,47487
18,1000,10,100,1,7,3570,4579,6666
18,1000,10,100,1,8,43438,50421,60114
18,1000,10,100,1,9,44439,50538,56189
18,1000,10,100,1,10,45937,51762,59879
18,1000,10,100,1,11,40284,47247,53567
18,1000,10,100,1,12,29867,33618,37708
18,1000,10,100,1,13,17146,19648,26813
18,1000,10,100,1,14,20173,24556,33028
18,1000,10,100,1,15,21603,24120,28289
18,1000,10,100,1,16,22639,26171,30569
18,1000,10,100,1,17,20000,23239,27185
18,1000,10,100,2,0,2669,3233,4446
18,1000,10,100,2,1,1759,2164,3011
18,1000,10,100,2,2,1801,2267,3562
18,1000,10,100,2,3,66396,93603,104996
18,1000,10,100,2,4,59138,89244,114292
18,1000,10,100,2,5,1972,2395,3009
18,1000,10,100,2,6,77530,91697,108484
18,1000,10,100,2,7,1664,2356,3535
18,1000,10,100,2,8,70178,80868,87134
18,1000,10,100,2,9,72474,78449,86552
18,1000,10,100,2,10,66581,80877,92307
18,1000,10,100,2,11,69700,81486,88487
18,1000,10,100,2,12,74216,91893,109169
18,1000,10,100,2,13,20283,26756,32399
18,1000,10,100,2,14,12282,15499,21158
18,1000,10,100,2,15,12769,16175,24088
18,1000,10,100,2,16,12606,15197,20557
18,1000,10,100,2,17,13691,16707,28889
18,1000,10,100,3,0,2691,3279,4860
18,1000,10,100,3,1,1116,1832,2650
18,1000,10,100,3,2,1210,1859,2630
18,1000,10,100,3,3,129295,146205,178760
18,1000,10,100,3,4,125748,150482,237554
18,1000,10,100,3,5,1287,2030,2543
18,1000,10,100,3,6,133006,149325,192705
18,1000,10,100,3,7,1097,1877,2621
18,1000,10,100,3,8,133775,149858,172735
18,1000,10,100,3,9,128332,145231,176243
18,1000,10,100,3,10,129782,149876,189901
18,1000,10,100,3,11,126132,147240,191097
18,1000,10,100,3,12,130138,152631,200322
18,1000,10,100,3,13,21794,32536,40672
18,1000,10,100,3,14,8807,12123,15829
18,1000,10,100,3,15,8856,11967,17222
18,1000,10,100,3,16,8766,11546,18415
18,1000,10,100,3,17,8526,12122,19619
18,1000,10,100,4,0,3184,3862,4546
18,1000,10,100,4,1,899,1517,2363
18,1000,10,100,4,2,964,1613,2224
18,1000,10,100,4,3,145131,172330,220530
18,1000,10,100,4,4,148450,183454,271337
18,1000,10,100,4,5,1133,1710,2095
18,1000,10,100,4,6,150625,180011,230623
18,1000,10,100,4,7,1322,1810,2262
18,1000,10,100,4,8,160842,191000,273983
18,1000,10,100,4,9,159071,193159,263661
18,1000,10,100,4,10,156956,189513,228163
18,1000,10,100,4,11,156007,184990,222306
18,1000,10,100,4,12,152952,182032,215506
18,1000,10,100,4,13,22561,34295,42444
18,1000,10,100,4,14,7183,10245,13333
18,1000,10,100,4,15,7499,11325,14394
18,1000,10,100,4,16,6909,11386,14956
18,1000,10,100,4,17,7306,11507,15696
18,1000,10,100,5,0,2956,3924,5038
18,1000,10,100,5,1,741,1396,1882
18,1000,10,100,5,2,862,1402,1739
18,1000,10,100,5,3,167314,184315,207006
18,1000,10,100,5,4,148462,168119,195910
18,1000,10,100,5,5,1329,1491,1692
18,1000,10,100,5,6,155474,175584,194756
18,1000,10,100,5,7,1042,1361,1568
18,1000,10,100,5,8,162477,182659,208052
18,1000,10,100,5,9,163686,183264,209469
18,1000,10,100,5,10,161985,181178,210098
18,1000,10,100,5,11,159003,185958,224959
18,1000,10,100,5,12,162640,180651,202310
18,1000,10,100,5,13,30894,38222,42788
18,1000,10,100,5,14,8846,11339,12607
18,1000,10,100,5,15,10301,11851,12803
18,1000,10,100,5,16,10335,11364,12593
18,1000,10,100,5,17,8159,11245,13141
18,1000,10,100,6,0,3353,4485,4975
18,1000,10,100,6,1,1199,1372,1470
18,1000,10,100,6,2,1370,1452,1565
18,1000,10,100,6,3,171797,195767,227175
18,1000,10,100,6,4,168118,193937,236509
18,1000,10,100,6,5,1116,1244,1524
18,1000,10,100,6,6,168663,194240,224697
18,1000,10,100,6,7,1131,1314,1539
18,1000,10,100,6,8,173540,195990,227568
18,1000,10,100,6,9,176107,195348,227219
18,1000,10,100,6,10,178250,197349,219175
18,1000,10,100,6,11,175532,194569,218817
18,1000,10,100,6,12,170149,189444,232024
18,1000,10,100,6,13,34295,40039,46992
18,1000,10,100,6,14,8503,9901,10884
18,1000,10,100,6,15,9223,10233,10736
18,1000,10,100,6,16,8696,9742,10602
18,1000,10,100,6,17,8560,10097,10714
18,1000,10,100,7,0,3135,4437,5938
18,1000,10,100,7,1,1092,1286,1489
18,1000,10,100,7,2,1154,1285,1392
18,1000,10,100,7,3,179645,209351,236123
18,1000,10,100,7,4,175710,224248,376881
18,1000,10,100,7,5,1011,1133,1246
18,1000,10,100,7,6,172532,226782,317967
18,1000,10,100,7,7,986,1167,1405
18,1000,10,100,7,8,185918,211095,238059
18,1000,10,100,7,9,183416,213924,234989
18,1000,10,100,7,10,186818,213856,245226
18,1000,10,100,7,11,187506,215139,260748
18,1000,10,100,7,12,180406,211202,260554
18,1000,10,100,7,13,43266,47090,50781
18,1000,10,100,7,14,7712,8888,10026
18,1000,10,100,7,15,7857,9086,10211
18,1000,10,100,7,16,8156,8625,9032
18,1000,10,100,7,17,8617,9172,9726
18,1000,10,100,8,0,4532,5172,6270
18,1000,10,100,8,1,1058,1142,1246
18,1000,10,100,8,2,1128,1191,1293
18,1000,10,100,8,3,226365,261810,350505
18,1000,10,100,8,4,196832,278479,474372
18,1000,10,100,8,5,898,966,1077
